Topic,Conclusion,Stance,Count
37,NGO boats should have an government representative on board to make sure they aren't people trafficking,against,0
37,Nepotism exists in Bollywood,in favor of,0
37,Nepotism exists in Bollywood,against,0
37,News channels are breaking rules to give Breaking news,in favor of,0
37,News channels are breaking rules to give Breaking news,against,0
37,Norway and Iceland should be invited to the European Conference,in favor of,0
37,Norway and Iceland should be invited to the European Conference,against,0
37,Organ donation should be made compulsory,in favor of,0
37,Organ donation should be made compulsory,against,0
37,Pay-as-you-go public health insurance funds should only be used for the most serious illnesses,in favor of,0
37,Pay-as-you-go public health insurance funds should only be used for the most serious illnesses,against,0
37,People from radical Muslim countries should be banned from entering the EU countries,in favor of,0
37,People from radical Muslim countries should be banned from entering the EU countries,against,0
37,People with disabilities should be more represented,in favor of,0
37,People with disabilities should be more represented,against,0
37,Permanent non-EU nationals who are living in the European Union should have more rights.,in favor of,0
37,Permanent non-EU nationals who are living in the European Union should have more rights.,against,0
37,Political institutions should make fundamental changes in the way they address climate change and environmental protection,in favor of,0
37,Political institutions should make fundamental changes in the way they address climate change and environmental protection,against,0
37,Political parties should be brought under RTI (Right to Information) Act,in favor of,0
37,Political parties should be brought under RTI (Right to Information) Act,against,0
37,Primary Health Care (PHC) is an indispensable good for equitable and high-quality care in Europe and beyond,in favor of,0
37,Primary Health Care (PHC) is an indispensable good for equitable and high-quality care in Europe and beyond,against,0
37,Public transport in EU cities should be free,in favor of,0
37,Public transport in EU cities should be free,against,0
37,Rapists should be tortured,in favor of,0
37,Rapists should be tortured,against,0
37,Rural areas should become more attractive for life and work,in favor of,0
37,Rural areas should become more attractive for life and work,against,0
37,Serbia should join the EU.,in favor of,0
37,Serbia should join the EU.,against,0
37,Serious crimes should lead to rapid expulsion from the EU,in favor of,0
37,Serious crimes should lead to rapid expulsion from the EU,against,0
37,Social media is making us less social,in favor of,0
37,Social media is making us less social,against,0
37,"Solar and wind energies have harmful impacts on flying species, fauna and flora in general, and even insects",in favor of,0
37,"Solar and wind energies have harmful impacts on flying species, fauna and flora in general, and even insects",against,0
37,Stray animals should be killed,in favor of,0
37,Stray animals should be killed,against,0
37,Technology is making us feel less human,in favor of,0
37,Technology is making us feel less human,against,0
37,Technology is rising Unemployment rates,in favor of,0
37,Technology is rising Unemployment rates,against,0
37,The 19 June plenary meeting of the European Conference should mark a first step in the direction of a stronger and more united EU in the world,in favor of,0
37,The 19 June plenary meeting of the European Conference should mark a first step in the direction of a stronger and more united EU in the world,against,0
